2025-05-22T20:06:02.903881 - New user added
2025-05-22T20:06:14.672680 - User accepted by admin
2025-05-22T20:06:18.241727 - Activity updated
User Logs:
  PID: 1, Name: systemd, CPU: 0.0%, Memory: 0.0867746307600144%
  PID: 33, Name: ksoftirqd/4, CPU: 0.0%, Memory: 0.0%
  PID: 35, Name: kworker/4:0H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 36, Name: cpuhp/6, CPU: 0.0%, Memory: 0.0%
  PID: 37, Name: idle_inject/6, CPU: 0.0%, Memory: 0.0%
  PID: 38, Name: migration/6, CPU: 0.0%, Memory: 0.0%
  PID: 39, Name: ksoftirqd/6, CPU: 0.0%, Memory: 0.0%
  PID: 41, Name: kworker/6:0H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 42, Name: cpuhp/8, CPU: 0.0%, Memory: 0.0%
  PID: 43, Name: idle_inject/8, CPU: 0.0%, Memory: 0.0%
  PID: 44, Name: migration/8, CPU: 0.0%, Memory: 0.0%
  PID: 45, Name: ksoftirqd/8, CPU: 0.0%, Memory: 0.0%
  PID: 47, Name: kworker/8:0H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 48, Name: cpuhp/9, CPU: 0.0%, Memory: 0.0%
  PID: 49, Name: idle_inject/9, CPU: 0.0%, Memory: 0.0%
  PID: 50, Name: migration/9, CPU: 0.0%, Memory: 0.0%
  PID: 51, Name: ksoftirqd/9, CPU: 0.0%, Memory: 0.0%
  PID: 52, Name: kworker/9:0-mm_percpu_wq, CPU: 0.0%, Memory: 0.0%
  PID: 53, Name: kworker/9:0H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 54, Name: cpuhp/10, CPU: 0.0%, Memory: 0.0%
  PID: 55, Name: idle_inject/10, CPU: 0.0%, Memory: 0.0%
  PID: 56, Name: migration/10, CPU: 0.0%, Memory: 0.0%
  PID: 57, Name: ksoftirqd/10, CPU: 0.0%, Memory: 0.0%
  PID: 59, Name: kworker/10:0H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 60, Name: cpuhp/11, CPU: 0.0%, Memory: 0.0%
  PID: 61, Name: idle_inject/11, CPU: 0.0%, Memory: 0.0%
  PID: 62, Name: migration/11, CPU: 0.0%, Memory: 0.0%
  PID: 63, Name: ksoftirqd/11, CPU: 0.0%, Memory: 0.0%
  PID: 65, Name: kworker/11:0H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 66, Name: cpuhp/12, CPU: 0.0%, Memory: 0.0%
  PID: 67, Name: idle_inject/12, CPU: 0.0%, Memory: 0.0%
  PID: 68, Name: migration/12, CPU: 0.0%, Memory: 0.0%
  PID: 69, Name: ksoftirqd/12, CPU: 0.0%, Memory: 0.0%
  PID: 71, Name: kworker/12:0H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 72, Name: cpuhp/13, CPU: 0.0%, Memory: 0.0%
  PID: 73, Name: idle_inject/13, CPU: 0.0%, Memory: 0.0%
  PID: 74, Name: migration/13, CPU: 0.0%, Memory: 0.0%
  PID: 75, Name: ksoftirqd/13, CPU: 0.0%, Memory: 0.0%
  PID: 77, Name: kworker/13:0H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 78, Name: cpuhp/14, CPU: 0.0%, Memory: 0.0%
  PID: 79, Name: idle_inject/14, CPU: 0.0%, Memory: 0.0%
  PID: 80, Name: migration/14, CPU: 0.0%, Memory: 0.0%
  PID: 81, Name: ksoftirqd/14, CPU: 0.0%, Memory: 0.0%
  PID: 83, Name: kworker/14:0H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 84, Name: cpuhp/15, CPU: 0.0%, Memory: 0.0%
  PID: 85, Name: idle_inject/15, CPU: 0.0%, Memory: 0.0%
  PID: 86, Name: migration/15, CPU: 0.0%, Memory: 0.0%
  PID: 87, Name: ksoftirqd/15, CPU: 0.0%, Memory: 0.0%
  PID: 89, Name: kworker/15:0H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 90, Name: cpuhp/1, CPU: 0.0%, Memory: 0.0%
  PID: 91, Name: idle_inject/1, CPU: 0.0%, Memory: 0.0%
  PID: 92, Name: migration/1, CPU: 0.0%, Memory: 0.0%
  PID: 93, Name: ksoftirqd/1, CPU: 0.0%, Memory: 0.0%
  PID: 95, Name: kworker/1:0H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 96, Name: cpuhp/3, CPU: 0.0%, Memory: 0.0%
  PID: 97, Name: idle_inject/3, CPU: 0.0%, Memory: 0.0%
  PID: 98, Name: migration/3, CPU: 0.0%, Memory: 0.0%
  PID: 99, Name: ksoftirqd/3, CPU: 0.0%, Memory: 0.0%
  PID: 100, Name: kworker/3:0-mm_percpu_wq, CPU: 0.0%, Memory: 0.0%
  PID: 101, Name: kworker/3:0H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 102, Name: cpuhp/5, CPU: 0.0%, Memory: 0.0%
  PID: 103, Name: idle_inject/5, CPU: 0.0%, Memory: 0.0%
  PID: 104, Name: migration/5, CPU: 0.0%, Memory: 0.0%
  PID: 105, Name: ksoftirqd/5, CPU: 0.0%, Memory: 0.0%
  PID: 107, Name: kworker/5:0H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 108, Name: cpuhp/7, CPU: 0.0%, Memory: 0.0%
  PID: 109, Name: idle_inject/7, CPU: 0.0%, Memory: 0.0%
  PID: 110, Name: migration/7, CPU: 0.0%, Memory: 0.0%
  PID: 111, Name: ksoftirqd/7, CPU: 0.0%, Memory: 0.0%
  PID: 113, Name: kworker/7:0H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 118, Name: kworker/u64:4-i915, CPU: 0.0%, Memory: 0.0%
  PID: 120, Name: kworker/u64:6-kvfree_rcu_reclaim, CPU: 0.0%, Memory: 0.0%
  PID: 124, Name: kdevtmpfs, CPU: 0.0%, Memory: 0.0%
  PID: 125, Name: kworker/R-inet_frag_wq, CPU: 0.0%, Memory: 0.0%
  PID: 126, Name: kauditd, CPU: 0.0%, Memory: 0.0%
  PID: 127, Name: khungtaskd, CPU: 0.0%, Memory: 0.0%
  PID: 128, Name: oom_reaper, CPU: 0.0%, Memory: 0.0%
  PID: 129, Name: kworker/R-writeback, CPU: 0.0%, Memory: 0.0%
  PID: 130, Name: kcompactd0, CPU: 0.0%, Memory: 0.0%
  PID: 131, Name: ksmd, CPU: 0.0%, Memory: 0.0%
  PID: 132, Name: khugepaged, CPU: 0.0%, Memory: 0.0%
  PID: 133, Name: kworker/R-kintegrityd, CPU: 0.0%, Memory: 0.0%
  PID: 134, Name: kworker/R-kblockd, CPU: 0.0%, Memory: 0.0%
  PID: 135, Name: kworker/R-blkcg_punt_bio, CPU: 0.0%, Memory: 0.0%
  PID: 136, Name: irq/9-acpi, CPU: 0.0%, Memory: 0.0%
  PID: 141, Name: kworker/15:1-inode_switch_wbs, CPU: 0.0%, Memory: 0.0%
  PID: 143, Name: kworker/7:1-mm_percpu_wq, CPU: 0.0%, Memory: 0.0%
  PID: 145, Name: kworker/10:1-mm_percpu_wq, CPU: 0.0%, Memory: 0.0%
  PID: 146, Name: kworker/R-tpm_dev_wq, CPU: 0.0%, Memory: 0.0%
  PID: 147, Name: kworker/R-edac-poller, CPU: 0.0%, Memory: 0.0%
  PID: 148, Name: kworker/R-devfreq_wq, CPU: 0.0%, Memory: 0.0%
  PID: 149, Name: kworker/12:1H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 150, Name: kworker/8:1-mm_percpu_wq, CPU: 0.0%, Memory: 0.0%
  PID: 151, Name: kswapd0, CPU: 0.0%, Memory: 0.0%
  PID: 158, Name: kworker/R-kthrotld, CPU: 0.0%, Memory: 0.0%
  PID: 162, Name: irq/123-pciehp, CPU: 0.0%, Memory: 0.0%
  PID: 163, Name: kworker/R-acpi_thermal_pm, CPU: 0.0%, Memory: 0.0%
  PID: 164, Name: hwrng, CPU: 0.0%, Memory: 0.0%
  PID: 165, Name: kworker/R-hfi-updates, CPU: 0.0%, Memory: 0.0%
  PID: 169, Name: kworker/R-mld, CPU: 0.0%, Memory: 0.0%
  PID: 170, Name: kworker/R-ipv6_addrconf, CPU: 0.0%, Memory: 0.0%
  PID: 171, Name: kworker/14:1H, CPU: 0.0%, Memory: 0.0%
  PID: 181, Name: kworker/R-kstrp, CPU: 0.0%, Memory: 0.0%
  PID: 202, Name: kworker/4:1-i915-unordered, CPU: 0.0%, Memory: 0.0%
  PID: 243, Name: kworker/0:1H-kblockd, CPU: 0.0%, Memory: 0.0%
  PID: 247, Name: kworker/11:1-cgroup_destroy, CPU: 0.0%, Memory: 0.0%
  PID: 275, Name: kworker/8:1H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 283, Name: kworker/2:1H-kblockd, CPU: 0.0%, Memory: 0.0%
  PID: 290, Name: kworker/9:1H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 291, Name: kworker/6:1H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 329, Name: kworker/7:1H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 330, Name: kworker/10:1H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 331, Name: kworker/11:1H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 332, Name: kworker/13:1H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 333, Name: kworker/5:1H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 334, Name: kworker/4:1H, CPU: 0.0%, Memory: 0.0%
  PID: 337, Name: kworker/15:1H-kblockd, CPU: 0.0%, Memory: 0.0%
  PID: 338, Name: kworker/R-cryptd, CPU: 0.0%, Memory: 0.0%
  PID: 340, Name: kworker/3:1H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 346, Name: kworker/11:2-events, CPU: 0.0%, Memory: 0.0%
  PID: 373, Name: watchdogd, CPU: 0.0%, Memory: 0.0%
  PID: 380, Name: kworker/1:1H-kblockd, CPU: 0.0%, Memory: 0.0%
  PID: 424, Name: kworker/8:2-events, CPU: 0.0%, Memory: 0.0%
  PID: 426, Name: kworker/13:2-mm_percpu_wq, CPU: 0.0%, Memory: 0.0%
  PID: 427, Name: irq/177-ELAN0518:01, CPU: 0.0%, Memory: 0.0%
  PID: 430, Name: kworker/R-USBC000:00-con1, CPU: 0.0%, Memory: 0.0%
  PID: 432, Name: kworker/5:3-events, CPU: 0.0%, Memory: 0.0%
  PID: 433, Name: kworker/R-nvme-wq, CPU: 0.0%, Memory: 0.0%
  PID: 434, Name: kworker/R-nvme-reset-wq, CPU: 0.0%, Memory: 0.0%
  PID: 435, Name: kworker/R-nvme-delete-wq, CPU: 0.0%, Memory: 0.0%
  PID: 436, Name: kworker/R-nvme-auth-wq, CPU: 0.0%, Memory: 0.0%
  PID: 438, Name: kworker/R-ata_sff, CPU: 0.0%, Memory: 0.0%
  PID: 439, Name: scsi_eh_0, CPU: 0.0%, Memory: 0.0%
  PID: 440, Name: kworker/R-scsi_tmf_0, CPU: 0.0%, Memory: 0.0%
  PID: 441, Name: kworker/R-ttm, CPU: 0.0%, Memory: 0.0%
  PID: 442, Name: card0-crtc0, CPU: 0.0%, Memory: 0.0%
  PID: 443, Name: card0-crtc1, CPU: 0.0%, Memory: 0.0%
  PID: 444, Name: card0-crtc2, CPU: 0.0%, Memory: 0.0%
  PID: 445, Name: card0-crtc3, CPU: 0.0%, Memory: 0.0%
  PID: 488, Name: jbd2/nvme0n1p7-8, CPU: 0.0%, Memory: 0.0%
  PID: 489, Name: kworker/R-ext4-rsv-conversion, CPU: 0.0%, Memory: 0.0%
  PID: 552, Name: systemd-journald, CPU: 0.0%, Memory: 0.111005849326601%
  PID: 559, Name: kworker/6:2-events, CPU: 0.0%, Memory: 0.0%
  PID: 576, Name: systemd-timesyncd, CPU: 0.0%, Memory: 0.05075121753165981%
  PID: 581, Name: systemd-udevd, CPU: 0.0%, Memory: 0.06510585111782044%
  PID: 606, Name: psimon, CPU: 0.0%, Memory: 0.0%
  PID: 697, Name: irq/190-mei_me, CPU: 0.0%, Memory: 0.0%
  PID: 745, Name: irq/16-processor_thermal_device_pci, CPU: 0.0%, Memory: 0.0%
  PID: 751, Name: kworker/R-cfg80211, CPU: 0.0%, Memory: 0.0%
  PID: 769, Name: kworker/u65:1-i915_flip, CPU: 0.0%, Memory: 0.0%
  PID: 772, Name: irq/191-iwlwifi:default_queue, CPU: 0.0%, Memory: 0.0%
  PID: 773, Name: irq/192-iwlwifi:queue_1, CPU: 0.0%, Memory: 0.0%
  PID: 774, Name: irq/193-iwlwifi:queue_2, CPU: 0.0%, Memory: 0.0%
  PID: 775, Name: irq/194-iwlwifi:queue_3, CPU: 0.0%, Memory: 0.0%
  PID: 776, Name: irq/195-iwlwifi:queue_4, CPU: 0.0%, Memory: 0.0%
  PID: 777, Name: irq/196-iwlwifi:queue_5, CPU: 0.0%, Memory: 0.0%
  PID: 778, Name: irq/197-iwlwifi:queue_6, CPU: 0.0%, Memory: 0.0%
  PID: 779, Name: irq/198-iwlwifi:queue_7, CPU: 0.0%, Memory: 0.0%
  PID: 780, Name: irq/199-iwlwifi:queue_8, CPU: 0.0%, Memory: 0.0%
  PID: 781, Name: irq/200-iwlwifi:queue_9, CPU: 0.0%, Memory: 0.0%
  PID: 782, Name: irq/201-iwlwifi:queue_10, CPU: 0.0%, Memory: 0.0%
  PID: 783, Name: irq/202-iwlwifi:queue_11, CPU: 0.0%, Memory: 0.0%
  PID: 784, Name: irq/203-iwlwifi:queue_12, CPU: 0.0%, Memory: 0.0%
  PID: 785, Name: irq/204-iwlwifi:queue_13, CPU: 0.0%, Memory: 0.0%
  PID: 786, Name: irq/205-iwlwifi:queue_14, CPU: 0.0%, Memory: 0.0%
  PID: 787, Name: irq/206-iwlwifi:exception, CPU: 0.0%, Memory: 0.0%
  PID: 793, Name: irq/207-AudioDSP, CPU: 0.0%, Memory: 0.0%
  PID: 814, Name: haveged, CPU: 0.0%, Memory: 0.03873512043960506%
  PID: 833, Name: nv_queue, CPU: 0.0%, Memory: 0.0%
  PID: 834, Name: nv_queue, CPU: 0.0%, Memory: 0.0%
  PID: 841, Name: kworker/R-rpciod, CPU: 0.0%, Memory: 0.0%
  PID: 842, Name: kworker/R-xprtiod, CPU: 0.0%, Memory: 0.0%
  PID: 843, Name: kworker/1:2-mm_percpu_wq, CPU: 0.0%, Memory: 0.0%
  PID: 846, Name: nvidia-modeset/kthread_q, CPU: 0.0%, Memory: 0.0%
  PID: 847, Name: nvidia-modeset/deferred_close_kthread_q, CPU: 0.0%, Memory: 0.0%
  PID: 860, Name: accounts-daemon, CPU: 0.0%, Memory: 0.044506827531440876%
  PID: 861, Name: cron, CPU: 0.0%, Memory: 0.01681756031931472%
  PID: 862, Name: dbus-daemon, CPU: 0.0%, Memory: 0.052592193069572954%
  PID: 865, Name: polkitd, CPU: 0.0%, Memory: 0.06408585115762531%
  PID: 868, Name: smartd, CPU: 0.0%, Memory: 0.030599998805853706%
  PID: 872, Name: systemd-logind, CPU: 0.0%, Memory: 0.05809024163550276%
  PID: 946, Name: NetworkManager, CPU: 0.0%, Memory: 0.12222584888874737%
  PID: 997, Name: ModemManager, CPU: 0.0%, Memory: 0.0713004850224201%
  PID: 1000, Name: boltd, CPU: 0.0%, Memory: 0.04654682745183113%
  PID: 1073, Name: wpa_supplicant, CPU: 0.0%, Memory: 0.07289268008223687%
  PID: 1091, Name: gdm3, CPU: 0.0%, Memory: 0.05316438816919461%
  PID: 1107, Name: psimon, CPU: 0.0%, Memory: 0.0%
  PID: 1141, Name: rtkit-daemon, CPU: 0.0%, Memory: 0.018185852948844762%
  PID: 1157, Name: kworker/14:2-events, CPU: 0.0%, Memory: 0.0%
  PID: 1171, Name: irq/208-nvidia, CPU: 0.0%, Memory: 0.0%
  PID: 1172, Name: nvidia, CPU: 0.0%, Memory: 0.0%
  PID: 1173, Name: nv_queue, CPU: 0.0%, Memory: 0.0%
  PID: 1252, Name: colord, CPU: 0.0%, Memory: 0.08490877717429163%
  PID: 1354, Name: upowerd, CPU: 0.0%, Memory: 0.06299121705400128%
  PID: 1479, Name: pcscd, CPU: 0.0%, Memory: 0.04930829075870085%
  PID: 1577, Name: ollama, CPU: 0.0%, Memory: 0.31717023152506413%
  PID: 1663, Name: kworker/R-iprt-VBoxWQueue, CPU: 0.0%, Memory: 0.0%
  PID: 1665, Name: iprt-VBoxTscThread, CPU: 0.0%, Memory: 0.0%
  PID: 1707, Name: power-profiles-daemon, CPU: 0.0%, Memory: 0.04249170565886026%
  PID: 1714, Name: UVM global queue, CPU: 0.0%, Memory: 0.0%
  PID: 1715, Name: UVM deferred release queue, CPU: 0.0%, Memory: 0.0%
  PID: 1716, Name: UVM Tools Event Queue, CPU: 0.0%, Memory: 0.0%
  PID: 1718, Name: vidmem lazy free, CPU: 0.0%, Memory: 0.0%
  PID: 1719, Name: UVM GPU1 BH, CPU: 0.0%, Memory: 0.0%
  PID: 1720, Name: UVM GPU1 KC, CPU: 0.0%, Memory: 0.0%
  PID: 1731, Name: gdm-session-worker, CPU: 0.0%, Memory: 0.05935902207379427%
  PID: 1748, Name: systemd, CPU: 0.0%, Memory: 0.08436146012247961%
  PID: 1750, Name: (sd-pam), CPU: 0.0%, Memory: 0.02373365761039385%
  PID: 1768, Name: mpris-proxy, CPU: 0.0%, Memory: 0.02109658454257231%
  PID: 1769, Name: pipewire, CPU: 0.0%, Memory: 0.09874097175644987%
  PID: 1771, Name: pipewire, CPU: 0.0%, Memory: 0.03196829143538375%
  PID: 1772, Name: wireplumber, CPU: 0.0%, Memory: 0.11093121518317209%
  PID: 1773, Name: pipewire-pulse, CPU: 0.0%, Memory: 0.09640243526234399%
  PID: 1774, Name: gnome-keyring-daemon, CPU: 0.0%, Memory: 0.0599809732690352%
  PID: 1775, Name: dbus-daemon, CPU: 0.0%, Memory: 0.03657073028016662%
  PID: 1804, Name: gdm-x-session, CPU: 0.0%, Memory: 0.039058535061130335%
  PID: 1810, Name: Xorg, CPU: 0.0%, Memory: 1.1465794674505574%
  PID: 1824, Name: gnome-session-binary, CPU: 0.0%, Memory: 0.09130243546136838%
  PID: 1899, Name: xdg-permission-store, CPU: 0.0%, Memory: 0.03818780338779304%
  PID: 1911, Name: at-spi-bus-launcher, CPU: 0.0%, Memory: 0.045526827491636%
  PID: 1918, Name: dbus-daemon, CPU: 0.0%, Memory: 0.028982925698227288%
  PID: 1928, Name: gcr-ssh-agent, CPU: 0.0%, Memory: 0.0435863397624843%
  PID: 1929, Name: gnome-session-ctl, CPU: 0.0%, Memory: 0.03261512067843432%
  PID: 1945, Name: gvfsd, CPU: 0.0%, Memory: 0.047890242033551536%
  PID: 1953, Name: gvfsd-fuse, CPU: 0.0%, Memory: 0.041994144702667525%
  PID: 1956, Name: gnome-session-binary, CPU: 0.0%, Memory: 0.09971121562102572%
  PID: 1989, Name: gnome-shell, CPU: 0.0%, Memory: 2.3414472256996204%
  PID: 2016, Name: dconf-service, CPU: 0.0%, Memory: 0.037242437571026826%
  PID: 2040, Name: mutter-x11-frames, CPU: 0.0%, Memory: 0.8870267946526129%
  PID: 2043, Name: at-spi2-registryd, CPU: 0.0%, Memory: 0.046646339643069676%
  PID: 2059, Name: xdg-desktop-portal, CPU: 0.0%, Memory: 0.12232536107998591%
  PID: 2064, Name: xdg-document-portal, CPU: 0.0%, Memory: 0.04142194960304587%
  PID: 2070, Name: fusermount3, CPU: 0.0%, Memory: 0.011493658088052366%
  PID: 2090, Name: gnome-shell-calendar-server, CPU: 0.0%, Memory: 0.11530975159766822%
  PID: 2100, Name: evolution-source-registry, CPU: 0.0%, Memory: 0.38458974108918087%
  PID: 2111, Name: gjs, CPU: 0.0%, Memory: 0.18049023685891757%
  PID: 2128, Name: ibus-daemon, CPU: 0.0%, Memory: 0.06664829008201795%
  PID: 2129, Name: gsd-a11y-settings, CPU: 0.0%, Memory: 0.040849754503424214%
  PID: 2130, Name: gsd-color, CPU: 0.0%, Memory: 0.1482980429932471%
  PID: 2131, Name: gsd-datetime, CPU: 0.0%, Memory: 0.05915999769131716%
  PID: 2135, Name: gsd-housekeeping, CPU: 0.0%, Memory: 0.05423414422500901%
  PID: 2136, Name: gsd-keyboard, CPU: 0.0%, Memory: 0.14518828701704245%
  PID: 2140, Name: gsd-media-keys, CPU: 0.0%, Memory: 0.16533950574284856%
  PID: 2141, Name: gsd-power, CPU: 0.0%, Memory: 0.1525770672165047%
  PID: 2143, Name: gsd-print-notifications, CPU: 0.0%, Memory: 0.06814097295059618%
  PID: 2147, Name: gsd-rfkill, CPU: 0.0%, Memory: 0.041994144702667525%
  PID: 2152, Name: gsd-screensaver-proxy, CPU: 0.0%, Memory: 0.03798877900531594%
  PID: 2154, Name: gsd-sharing, CPU: 0.0%, Memory: 0.07028048506222498%
  PID: 2158, Name: gsd-smartcard, CPU: 0.0%, Memory: 0.08299316749294956%
  PID: 2163, Name: kdeconnectd, CPU: 0.0%, Memory: 0.4052633988189894%
  PID: 2168, Name: gsd-sound, CPU: 0.0%, Memory: 0.055577558806729405%
  PID: 2169, Name: gsd-disk-utility-notify, CPU: 0.0%, Memory: 0.04219316908514462%
  PID: 2171, Name: gsd-usb-protection, CPU: 0.0%, Memory: 0.04293951051943373%
  PID: 2175, Name: gsd-wacom, CPU: 0.0%, Memory: 0.15426877446756004%
  PID: 2180, Name: gsd-xsettings, CPU: 0.0%, Memory: 0.1754151151057516%
  PID: 2193, Name: gvfs-udisks2-volume-monitor, CPU: 0.0%, Memory: 0.06804146075935763%
  PID: 2201, Name: evolution-alarm-notify, CPU: 0.0%, Memory: 0.5152492481853952%
  PID: 2236, Name: udisksd, CPU: 0.0%, Memory: 0.0864263380906795%
  PID: 2249, Name: ibus-memconf, CPU: 0.0%, Memory: 0.04400926657524813%
  PID: 2254, Name: ibus-extension-gtk3, CPU: 0.0%, Memory: 0.20342779693940305%
  PID: 2257, Name: ibus-x11, CPU: 0.0%, Memory: 0.07453463123767293%
  PID: 2263, Name: ibus-portal, CPU: 0.0%, Memory: 0.04316341294972047%
  PID: 2276, Name: gsd-printer, CPU: 0.0%, Memory: 0.09087950864860454%
  PID: 2288, Name: gjs, CPU: 0.0%, Memory: 0.17439511514555647%
  PID: 2324, Name: tracker-miner-fs-3, CPU: 0.0%, Memory: 0.29395901291867266%
  PID: 2326, Name: xdg-desktop-portal-gnome, CPU: 0.0%, Memory: 0.7587804581939334%
  PID: 2372, Name: gvfs-gphoto2-volume-monitor, CPU: 0.0%, Memory: 0.042168291037334986%
  PID: 2380, Name: goa-daemon, CPU: 0.0%, Memory: 0.15710487191785866%
  PID: 2385, Name: gvfs-mtp-volume-monitor, CPU: 0.0%, Memory: 0.04000390087789655%
  PID: 2392, Name: evolution-calendar-factory, CPU: 0.0%, Memory: 0.15635853048356954%
  PID: 2393, Name: gvfs-afc-volume-monitor, CPU: 0.0%, Memory: 0.05104975410537545%
  PID: 2403, Name: goa-identity-service, CPU: 0.0%, Memory: 0.056174631954160704%
  PID: 2421, Name: gvfs-goa-volume-monitor, CPU: 0.0%, Memory: 0.038585852152747235%
  PID: 2441, Name: evolution-addressbook-factory, CPU: 0.0%, Memory: 0.1875804804846642%
  PID: 2474, Name: ibus-engine-simple, CPU: 0.0%, Memory: 0.042914632471624095%
  PID: 2521, Name: xdg-desktop-portal-gtk, CPU: 0.0%, Memory: 0.17606194434880215%
  PID: 2535, Name: gvfsd-trash, CPU: 0.0%, Memory: 0.053661949125387354%
  PID: 2550, Name: gvfsd-recent, CPU: 0.0%, Memory: 0.06127463175513632%
  PID: 2617, Name: gjs, CPU: 0.0%, Memory: 0.41735413005447297%
  PID: 2661, Name: gvfsd-metadata, CPU: 0.0%, Memory: 0.04012829111694474%
  PID: 2845, Name: nautilus, CPU: 0.0%, Memory: 1.215168245261727%
  PID: 2906, Name: gvfsd-network, CPU: 0.0%, Memory: 0.05331365645605243%
  PID: 2915, Name: gvfsd-dnssd, CPU: 0.0%, Memory: 0.05299024183452715%
  PID: 2921, Name: gvfsd-wsdd, CPU: 0.0%, Memory: 0.048462437133173185%
  PID: 2926, Name: python3, CPU: 0.0%, Memory: 0.19899950442928763%
  PID: 3825, Name: kworker/u64:8-i915, CPU: 0.0%, Memory: 0.0%
  PID: 3828, Name: kworker/5:2-events, CPU: 0.0%, Memory: 0.0%
  PID: 3893, Name: kworker/15:0-events, CPU: 0.0%, Memory: 0.0%
  PID: 3948, Name: kworker/6:0-cgroup_destroy, CPU: 0.0%, Memory: 0.0%
  PID: 4059, Name: code, CPU: 0.0%, Memory: 1.2994301931929682%
  PID: 4063, Name: code, CPU: 0.0%, Memory: 0.30527852467205757%
  PID: 4064, Name: code, CPU: 0.0%, Memory: 0.30540291491110577%
  PID: 4066, Name: code, CPU: 0.0%, Memory: 0.07610194824968007%
  PID: 4086, Name: chrome_crashpad_handler, CPU: 0.0%, Memory: 0.020449755299521744%
  PID: 4102, Name: code, CPU: 0.0%, Memory: 0.9947238636205322%
  PID: 4105, Name: code, CPU: 0.0%, Memory: 0.4691502255941375%
